LithicType,Length_mm_,Width_mm_,Thickness_mm_,Freq1_dry_Hz,Freq1_wet_Hz
metavolcanic,50,26,3,7400.31658012158,3790.82163665238
metavolcanic,37,29,8,35415.7652140188,24936.4074714338
metavolcanic,107,72,14,7541.01028632065,4742.89514607011
metavolcanic,70,62,17,18606.5372485287,13256.0772628165
metavolcanic,70,51,12,15102.6868982073,10119.9794373268
metavolcanic,56,54,16,25133.0132768797,18415.9370959523
metavolcanic,40,31,9,34476.8190193326,24549.9884160919
metavolcanic,40,28,13,50106.3101779066,39243.1221618369
metavolcanic,32,11,7,42156.7513516041,33718.3178696564
metavolcanic,23,18,3,34421.3007922483,21012.5925630502
metavolcanic,28,27,7,43982.7732345395,31211.9890073107
metavolcanic,53,19,7,15367.929293002,10964.9866715998
metavolcanic,32,18,3,18067.1791506875,10615.0950092854
metavolcanic,44,29,10,31853.9797698071,23307.0225169149
metavolcanic,56,33,11,21631.4525885782,15554.6663636768
metavolcanic,57,42,9,17082.9099264118,11167.3570818328
metavolcanic,40,33,10,35985.9053737142,26048.3060098325
metavolcanic,51,35,12,28451.8130723629,20861.3849471469
metavolcanic,29,17,4,29331.4172814966,19233.1410810102
metavolcanic,50,34,8,19734.1775469909,13128.2047182486
metavolcanic,74,46,19,21397.311757717,16222.889328432
metavolcanic,36,26,6,28550.6040899753,19014.2239130088
metavolcanic,52,43,16,33990.2648252613,25787.4549837166
metavolcanic,66,64,13,14619.2740580714,9728.57445960889
metavolcanic,47,22,8,22333.8360649512,16124.2088432432
metavolcanic,31,16,6,38503.2080131196,28184.5230697644
metavolcanic,62,52,30,44201.0500247854,36408.335478014
metavolcanic,59,47,9,15416.9691972493,9836.76215095142
metavolcanic,64,49,14,21078.375675802,14939.1032588672
metavolcanic,32,26,4,22837.2091794724,13644.2706091844
metavolcanic,26,18,4,36490.7129197317,23938.6598269934
metavolcanic,26,22,6,49826.638209758,35243.4000987239
metavolcanic,48,24,14,37472.6678680925,29983.6740047422
metavolcanic,46,29,12,34973.1407378147,26550.8525375285
metavolcanic,46,21,7,20400.9987637252,14392.2265756754
metavolcanic,79,43,15,14821.976806845,10707.8072597164
metavolcanic,70,54,22,27646.3146045677,21248.7871844674
metavolcanic,77,44,19,19762.4690816762,15033.6813111444
metavolcanic,47,35,11,30709.0245893079,22213.8316299202
metavolcanic,33,26,5,27681.4656720878,17668.4612192044
metavolcanic,49,46,10,21074.2657911724,14234.3524552674
metavolcanic,49,26,18,46232.7149945122,38190.6874796251
metavolcanic,80,68,19,16590.5607862638,11816.5296889178
metavolcanic,73,26,14,16201.3561208642,12571.6735337475
metavolcanic,58,40,18,32997.8444416836,25660.5037350593
metavolcanic,60,44,9,15417.3262085866,9935.81490413379
metavolcanic,40,31,11,42138.334356962,31447.9238093558
metavolcanic,69,52,18,23315.4271585431,17270.4880766384
metavolcanic,89,45,14,10899.7635106786,7611.76584258876
metavolcanic,49,35,11,28253.3258299797,20370.4023453496
metavolcanic,40,28,9,34688.9839693199,25097.5696846926
metavolcanic,43,33,8,26682.2303231353,18122.6198939071
metavolcanic,65,38,17,24813.6847854175,19038.7094282222
metavolcanic,44,39,10,27681.4656720878,19393.0594822879
metavolcanic,77,51,14,14561.8193233404,10078.4012773155
metavolcanic,62,42,11,17647.3036726798,12087.1951690871
metavolcanic,83,44,15,13427.7772175236,9627.41675211064
metavolcanic,49,37,11,28253.3258299797,20192.7213991843
metavolcanic,30,15,10,68521.4498159406,56103.2949147665
metavolcanic,84,66,25,21420.1817700679,16235.2261100306
metavolcanic,67,34,14,19233.0199973458,14360.5047956649
metavolcanic,45,32,11,33499.375465571,24650.5961756269
metavolcanic,45,40,11,29028.6303347961,20696.162061026
metavolcanic,49,32,9,23116.3574972561,16070.2956866172
metavolcanic,56,28,10,19664.9568987074,14200.0718891871
metavolcanic,81,50,12,11279.2509985087,7476.87617744058
metavolcanic,59,17,5,8857.98690524943,5897.18770372247
metavolcanic,51,33,6,14225.9065361814,8726.23665605967
metavolcanic,66,25,14,19820.2540789911,15539.2147685783
metavolcanic,57,35,11,20879.1121322811,14852.0364194446
metavolcanic,52,37,11,25087.3651323155,17832.8399084868
metavolcanic,36,29,7,31849.5944112183,21712.1228009076
metavolcanic,44,25,7,22297.785838865,15296.5015744391
metavolcanic,61,34,11,18230.6464170334,12953.4598794782
